,0,yard
1,0,M
2,0,M
3,0,M
4,0,M
5,0,M
6,0,M
7,0,M
8,0,M
9,0,M
10,0,M
11,0,M
12,0,M
13,0,M
14,0,M
15,0,M
16,0,M
17,0,M
18,0,M
19,0,M
20,0,M
21,0,M
22,0,M
23,0,M
24,0,M
25,0,M
26,0,M
27,0,M
28,0,M
29,0,M
30,0,M
31,0,M
32,0,M
33,0,M
34,0,M
35,0,M
36,0,M
37,0,M
38,0,M
39,0,M
40,0,M
41,0,M
42,0,M
43,0,M
44,0,M
45,0,M
46,0,M
47,0,M
48,0,M
49,0,M
50,0,M
51,0,M
52,0,M
53,0,M
54,0,M
55,0,M
56,0,M
57,0,M
58,0,M
59,0,M
60,0,M
61,0,M
62,0,M
63,0,M
64,0,M
65,0,M
66,0,M
67,0,M
68,0,M
69,0,M
70,0,M
71,0,M
72,0,M
73,0,M
74,0,M
75,0,M
76,0,M
77,0,M
78,0,M
79,0,M
80,0,M
81,0,M
82,0,M
83,0,M
84,0,M
85,0,M
86,0,M
87,0,M
88,0,M
89,0,M
90,0,M
91,0,M
92,0,M
93,0,M
94,0,M
95,0,M
96,0,M
97,0,M
98,0,M
99,0,M
100,0,M
101,0,M
102,0,M
103,0,M
104,0,M
105,0,M
106,0,M
107,0,M
108,0,M
109,0,M
110,0,M
111,0,M
112,0,M
113,0,M
114,0,M
115,0,M
116,0,M
117,0,M
118,0,M
119,0,M
120,0,M
121,0,M
122,0,M
123,0,M
124,0,M
125,0,M
126,0,M
127,0,M
128,0,M
129,0,M
130,0,M
131,0,M
132,0,M
133,0,M
134,0,M
135,0,M
136,0,M
137,0,M
138,0,M
139,0,M
140,0,M
141,0,M
142,0,M
143,0,M
144,0,M
145,0,M
146,0,M
147,0,M
148,0,M
149,0,M
150,0,M
151,0,M
152,0,M
153,0,M
154,0,M
