,0,yard
1,0,W
2,0,W
3,0,W
4,0,W
5,0,W
6,0,W
7,0,W
8,0,W
9,0,W
10,0,W
11,0,W
12,0,W
13,0,W
14,0,W
15,0,W
16,0,W
17,0,W
18,0,W
19,0,W
20,0,W
21,0,W
22,0,W
23,0,W
24,0,W
25,0,W
26,0,W
27,0,W
28,0,W
29,0,W
30,0,W
31,0,W
32,0,W
33,0,W
34,0,W
35,0,W
36,0,W
37,0,W
38,0,W
39,0,W
40,0,W
41,0,W
42,0,W
43,0,W
44,0,W
45,0,W
46,0,W
47,0,W
48,0,W
49,0,W
50,0,W
51,0,W
52,0,W
53,0,W
54,0,W
55,0,W
56,0,W
57,0,W
58,0,W
59,0,W
60,0,W
61,0,W
62,0,W
63,0,W
64,0,W
65,0,W
66,0,W
67,0,W
68,0,W
69,0,W
70,0,W
71,0,W
72,0,W
73,0,W
74,0,W
75,0,W
76,0,W
77,0,W
78,0,W
79,0,W
80,0,W
81,0,W
82,0,W
83,0,W
84,0,W
85,0,W
86,0,W
87,0,W
88,0,W
89,0,W
90,0,W
91,0,W
92,0,W
93,0,W
94,0,W
95,0,W
96,0,W
97,0,W
98,0,W
99,0,W
100,0,W
101,0,W
102,0,W
103,0,W
104,0,W
105,0,W
106,0,W
107,0,W
108,0,W
109,0,W
110,0,W
111,0,W
112,0,W
113,0,W
114,0,W
115,0,W
116,0,W
117,0,W
118,0,W
119,0,W
120,0,W
121,0,W
122,0,W
123,0,W
124,0,W
125,0,W
126,0,W
127,0,W
128,0,W
129,0,W
130,0,W
131,0,W
132,0,W
133,0,W
134,0,W
135,0,W
136,0,W
137,0,W
138,0,W
139,0,W
140,0,W
141,0,W
142,0,W
143,0,W
144,0,W
145,0,W
146,0,W
147,0,W
148,0,W
149,0,W
150,0,W
151,0,W
152,0,W
153,0,W
154,0,W
155,0,W
156,0,W
157,0,W
158,0,W
159,0,W
160,0,W
161,0,W
162,0,W
163,0,W
164,0,W
165,0,W
166,0,W
167,0,W
168,0,W
169,0,W
170,0,W
171,0,W
172,0,W
173,0,W
174,0,W
175,0,W
176,0,W
177,0,W
178,0,W
179,0,W
180,0,W
181,0,W
182,0,W
183,0,W
184,0,W
185,0,W
186,0,W
187,0,W
188,0,W
189,0,W
190,0,W
191,0,W
192,0,W
193,0,W
194,0,W
195,0,W
196,0,W
197,0,W
198,0,W
199,0,W
200,0,W
201,0,W
202,0,W
203,0,W
204,0,W
205,0,W
206,0,W
207,0,W
208,0,W
209,0,W
210,0,W
211,0,W
212,0,W
213,0,W
214,0,W
215,0,W
216,0,W
217,0,W
218,0,W
219,0,W
220,0,W
221,0,W
222,0,W
223,0,W
224,0,W
225,0,W
226,0,W
227,0,W
228,0,W
229,0,W
230,0,W
231,0,W
232,0,W
233,0,W
234,0,W
235,0,W
236,0,W
237,0,W
238,0,W
239,0,W
240,0,W
241,0,W
242,0,W
243,0,W
244,0,W
245,0,W
246,0,W
247,0,W
248,0,W
249,0,W
250,0,W
251,0,W
252,0,W
253,0,W
254,0,W
255,0,W
256,0,W
257,0,W
258,0,W
259,0,W
260,0,W
261,0,W
262,0,W
263,0,W
264,0,W
265,0,W
266,0,W
267,0,W
268,0,W
269,0,W
270,0,W
271,0,W
272,0,W
273,0,W
274,0,W
275,0,W
276,0,W
277,0,W
278,0,W
279,0,W
280,0,W
281,0,W
282,0,W
283,0,W
284,0,W
285,0,W
286,0,W
287,0,W
288,0,W
289,0,W
290,0,W
291,0,W
292,0,W
293,0,W
294,0,W
295,0,W
296,0,W
297,0,W
298,0,W
299,0,W
300,0,W
301,0,W
302,0,W
303,0,W
304,0,W
305,0,W
306,0,W
307,0,W
308,0,W
309,0,W
310,0,W
311,0,W
312,0,W
313,0,W
314,0,W
315,0,W
316,0,W
317,0,W
318,0,W
319,0,W
320,0,W
321,0,W
322,0,W
323,0,W
324,0,W
325,0,W
326,0,W
327,0,W
328,0,W
329,0,W
330,0,W
331,0,W
332,0,W
333,0,W
334,0,W
335,0,W
336,0,W
337,0,W
338,0,W
339,0,W
340,0,W
341,0,W
342,0,W
343,0,W
344,0,W
345,0,W
346,0,W
347,0,W
348,0,W
349,0,W
350,0,W
351,0,W
352,0,W
353,0,W
354,0,W
355,0,W
356,0,W
357,0,W
358,0,W
359,0,W
360,0,W
361,0,W
362,0,W
