,0,yard
1,0,E
2,0,E
3,0,E
4,0,E
5,0,E
6,0,E
7,0,E
8,0,E
9,0,E
10,0,E
11,0,E
12,0,E
13,0,E
14,0,E
15,0,E
16,0,E
17,0,E
18,0,E
19,0,E
20,0,E
21,0,E
22,0,E
23,0,E
24,0,E
25,0,E
26,0,E
27,0,E
28,0,E
29,0,E
30,0,E
31,0,E
32,0,E
33,0,E
34,0,E
35,0,E
36,0,E
37,0,E
38,0,E
39,0,E
40,0,E
41,0,E
42,0,E
43,0,E
44,0,E
45,0,E
46,0,E
47,0,E
48,0,E
49,0,E
50,0,E
51,0,E
52,0,E
53,0,E
54,0,E
55,0,E
56,0,E
57,0,E
58,0,E
59,0,E
60,0,E
61,0,E
62,0,E
63,0,E
64,0,E
65,0,E
66,0,E
67,0,E
68,0,E
69,0,E
70,0,E
71,0,E
72,0,E
73,0,E
74,0,E
75,0,E
76,0,E
77,0,E
78,0,E
79,0,E
80,0,E
81,0,E
82,0,E
83,0,E
84,0,E
85,0,E
86,0,E
87,0,E
88,0,E
89,0,E
90,0,E
91,0,E
92,0,E
93,0,E
94,0,E
95,0,E
96,0,E
97,0,E
98,0,E
99,0,E
100,0,E
101,0,E
102,0,E
103,0,E
104,0,E
105,0,E
106,0,E
107,0,E
108,0,E
109,0,E
110,0,E
111,0,E
112,0,E
113,0,E
114,0,E
115,0,E
116,0,E
117,0,E
118,0,E
119,0,E
120,0,E
121,0,E
122,0,E
123,0,E
124,0,E
125,0,E
126,0,E
127,0,E
128,0,E
129,0,E
130,0,E
131,0,E
132,0,E
133,0,E
134,0,E
135,0,E
136,0,E
137,0,E
138,0,E
139,0,E
140,0,E
141,0,E
142,0,E
143,0,E
144,0,E
145,0,E
146,0,E
147,0,E
148,0,E
149,0,E
150,0,E
151,0,E
152,0,E
153,0,E
154,0,E
155,0,E
156,0,E
157,0,E
158,0,E
159,0,E
160,0,E
161,0,E
162,0,E
163,0,E
164,0,E
165,0,E
166,0,E
167,0,E
168,0,E
169,0,E
170,0,E
171,0,E
172,0,E
173,0,E
174,0,E
175,0,E
176,0,E
177,0,E
178,0,E
179,0,E
180,0,E
181,0,E
182,1,E
183,1,E
184,1,E
185,1,E
186,1,E
187,0,E
188,1,E
189,1,E
190,1,E
191,1,E
192,0,E
193,0,E
194,0,E
195,0,E
196,0,E
